1, 197.4, 102, 0
2, 466.5, 102, 0
3, 477.8, 101.9, 0
4, 487.3, 103, 0
5, 497.1, 104.6, 0
6, 506.6, 106.5, 0
7, 514.6, 108.3, 0
8, 520, 110.2, 0
9, 524.4, 113, 0
10, 528, 115.7, 0
11, 531.7, 118.7, 0
12, 536.1, 121, 0
13, 540.6, 123.1, 0
14, 545.1, 124.7, 0
15, 549.4, 125.6, 0
16, 555.2, 126.1, 0
17, 561.5, 126.1, 0
18, 567.2, 125.3, 0
19, 572.4, 124.1, 0
20, 576.7, 122.5, 0
21, 581.2, 120.5, 0
22, 585.1, 118.2, 0
23, 589.3, 115.3, 0
24, 593.1, 112, 0
25, 598.1, 106.1, 0
26, 601.3, 101, 0
27, 603.7, 96.5, 0
28, 605.7, 91.6, 0
29, 606.9, 86, 0
30, 607.5, 82.9, 0
31, 607.8, 76.9, 0
32, 607.8, 71.1, 0
33, 606.7, 63.5, 0
34, 605.3, 57.7, 0
35, 603.1, 53, 0
36, 600.8, 49.3, 0
37, 597, 44.4, 0
38, 593, 40.2, 0
39, 587.9, 35.8, 0
40, 582.7, 32.2, 0
41, 576.7, 29.6, 0
42, 571.6, 27.7, 0
43, 567.4, 26.5, 0
44, 561, 25.7, 0
45, 554.7, 25.9, 0
46, 548.1, 27.1, 0
47, 540.6, 29.1, 0
48, 533.7, 32.8, 0
49, 527.8, 36.5, 0
50, 522.5, 39.2, 0
51, 516.1, 41.6, 0
52, 508, 44.2, 0
53, 501.4, 46, 0
54, 495.5, 47, 0
55, 488.9, 47.8, 0
56, 482.3, 48.8, 0
57, 470.4, 49.7, 0
58, 197.8, 49.7, 0
59, 188.6, 49.6, 0
60, 180.7, 49, 0
61, 169.3, 47.6, 0
62, 155.5, 44.2, 0
63, 144.8, 40.1, 0
64, 137.4, 36.2, 0
65, 132.3, 33.2, 0
66, 126.8, 29.1, 0
67, 122, 24.8, 0
68, 117, 21.2, 0
69, 111.9, 18.3, 0
70, 107.1, 15.2, 0
71, 102.2, 13.4, 0
72, 96, 11.6, 0
73, 89, 10.2, 0
74, 82, 9.6, 0
75, 73.1, 10.1, 0
76, 65.9, 10.9, 0
77, 60.8, 12, 0
78, 53.7, 13.9, 0
79, 48.7, 15.9, 0
80, 42.6, 18.4, 0
81, 36.6, 21.9, 0
82, 32.9, 24.8, 0
83, 30.7, 27.4, 0
84, 31.1, 30.8, 0
85, 34.2, 32.2, 0
86, 40.1, 33.4, 0
87, 48.7, 34.8, 0
88, 64.7, 38.1, 0
89, 77.2, 41.5, 0
90, 83.1, 44.5, 0
91, 87, 49.8, 0
92, 89.3, 56, 0
93, 90.4, 62.1, 0
94, 90.9, 68, 0
95, 88.7, 78.1, 0
96, 85.1, 86.7, 0
97, 78.9, 95.7, 0
98, 73.6, 100.4, 0
99, 66.6, 102.4, 0
100, 59.9, 102.4, 0
101, 52.1, 100.6, 0
102, 42.3, 98.1, 0
103, 31.7, 94.3, 0
104, 24.2, 91.7, 0
105, 19.1, 90.3, 0
106, 14, 90.1, 0
107, 12.1, 92.6, 0
108, 11.8, 97.3, 0
109, 15.1, 101.9, 0
110, 20.8, 109.1, 0
111, 26.3, 115.1, 0
112, 33, 121.5, 0
113, 39.3, 127.3, 0
114, 44.8, 131.9, 0
115, 53.2, 137.7, 0
116, 62.5, 141.7, 0
117, 68.7, 143.3, 0
118, 73.9, 144, 0
119, 79.4, 142.9, 0
120, 85.8, 140.6, 0
121, 91.5, 137.8, 0
122, 99.3, 133.1, 0
123, 107.1, 127.9, 0
124, 116.6, 121.6, 0
125, 125, 115.8, 0
126, 134.2, 111.8, 0
127, 142.9, 108.9, 0
128, 153.3, 106, 0
129, 163.1, 103.7, 0
130, 178.1, 102.6, 0
131, 187.9, 102, 0
132, 529.5, 96.1, 0
133, 537.2, 99.1, 0
134, 541.7, 107.7, 0
135, 552.6, 107.7, 0
136, 559.6, 112.8, 0
137, 568.2, 107.7, 0
138, 578.2, 107.9, 0
139, 582.9, 99.5, 0
140, 590.9, 94.8, 0
141, 591.3, 84.3, 0
142, 596.1, 76.6, 0
143, 590.8, 68.9, 0
144, 591.1, 58.5, 0
145, 581.8, 54.5, 0
146, 577.5, 45.9, 0
147, 566.8, 45.6, 0
148, 559.8, 40.4, 0
149, 551, 46.1, 0
150, 541.9, 45.8, 0
151, 537, 54, 0
152, 528.4, 59.4, 0
153, 528.8, 69.2, 0
154, 523.8, 76.8, 0
155, 529.1, 85.5, 0
156, 205.80937499999, 102, 0
157, 214.21874999998, 102, 0
158, 222.62812499996, 102, 0
159, 231.03749999995, 102, 0
160, 239.44687499992, 102, 0
161, 247.85624999988, 102, 0
162, 256.26562499988, 102, 0
163, 264.67499999986, 102, 0
164, 273.08437499984, 102, 0
165, 281.49374999985, 102, 0
166, 289.90312499985, 102, 0
167, 298.31249999983, 102, 0
168, 306.7218749998, 102, 0
169, 315.13124999977, 102, 0
170, 323.54062499974, 102, 0
171, 331.94999999971, 102, 0
172, 340.35937499973, 102, 0
173, 348.76874999977, 102, 0
174, 357.1781249998, 102, 0
175, 365.58749999981, 102, 0
176, 373.9968749998, 102, 0
177, 382.40624999982, 102, 0
178, 390.81562499983, 102, 0
179, 399.22499999983, 102, 0
180, 407.63437499985, 102, 0
181, 416.04374999984, 102, 0
182, 424.45312499983, 102, 0
183, 432.86249999985, 102, 0
184, 441.27187499988, 102, 0
185, 449.68124999989, 102, 0
186, 458.09062499994, 102, 0
187, 470.73749999999, 101.9625, 0
188, 474.97499999998, 101.925, 0
189, 476.38750000001, 101.9125, 0
190, 481.36250000008, 102.31250000001, 0
191, 484.925, 102.725, 0
192, 486.1125, 102.8625, 0
193, 490.97500000004, 103.60000000001, 0
194, 494.65000000006, 104.20000000001, 0
195, 495.8750000001, 104.40000000002, 0
196, 500.66249999999, 105.3125, 0
197, 504.225, 106.025, 0
198, 505.4125, 106.2625, 0
199, 509.60000000007, 107.17500000002, 0
200, 512.6, 107.85, 0
201, 513.60000000002, 108.07500000001, 0
202, 515.27499999994, 108.53749999998, 0
203, 515.94999999999, 108.775, 0
204, 517.97500000012, 109.48750000004, 0
205, 520.54999999997, 110.54999999998, 0
206, 521.09999999995, 110.89999999997, 0
207, 522.74999999999, 111.94999999999, 0
208, 524.85, 113.3375, 0
209, 525.30000000001, 113.675, 0
210, 526.64999999993, 114.68749999994, 0
211, 528.46249999999, 116.07499999999, 0
212, 528.925, 116.45, 0
213, 530.3125, 117.575, 0
214, 532.24999999997, 118.98749999998, 0
215, 532.79999999995, 119.27499999997, 0
216, 534.44999999996, 120.13749999998, 0
217, 536.6625, 121.2625, 0
218, 537.225, 121.525, 0
219, 538.91249999999, 122.3125, 0
220, 541.1625, 123.3, 0
221, 541.725, 123.5, 0
222, 543.4125, 124.1, 0
223, 545.63750000004, 124.81250000001, 0
224, 546.17499999999, 124.925, 0
225, 547.78749999985, 125.26249999997, 0
226, 550.12500000007, 125.66250000001, 0
227, 550.84999999999, 125.725, 0
228, 553.02500000015, 125.91250000001, 0
229, 555.98750000009, 126.1, 0
230, 556.775, 126.1, 0
231, 559.13750000037, 126.1, 0
232, 562.21249999999, 126, 0
233, 562.92499999998, 125.9, 0
234, 565.06249999999, 125.6, 0
235, 567.85000000012, 125.14999999997, 0
236, 568.50000000007, 124.99999999998, 0
237, 570.4500000001, 124.54999999998, 0
238, 572.93749999994, 123.90000000002, 0
239, 573.47500000004, 123.69999999999, 0
240, 575.08750000011, 123.09999999996, 0
241, 577.2625, 122.25, 0
242, 577.825, 122, 0
243, 579.51249999999, 121.25, 0
244, 581.68750000004, 120.21249999998, 0
245, 582.17500000008, 119.92499999995, 0
246, 583.63750000007, 119.06249999996, 0
247, 585.62500000005, 117.83749999996, 0
248, 586.15000000002, 117.47499999998, 0
249, 587.72499999975, 116.38750000017, 0
250, 589.77499999996, 114.88750000004, 0
251, 590.24999999998, 114.47500000002, 0
252, 591.67499999987, 113.23750000011, 0
253, 593.725, 111.2625, 0
254, 594.35, 110.525, 0
255, 596.225, 108.3125, 0
256, 598.49999999996, 105.46250000006, 0
257, 598.9, 104.825, 0
258, 600.10000000002, 102.91249999997, 0
259, 601.59999999999, 100.43750000001, 0
260, 601.9, 99.875000000009, 0
261, 602.80000000003, 98.187499999945, 0
262, 603.94999999998, 95.887500000039, 0
263, 604.2, 95.275000000002, 0
264, 604.95000000003, 93.437499999932, 0
265, 605.84999999999, 90.900000000055, 0
266, 606, 90.200000000009, 0
267, 606.45000000001, 88.099999999955, 0
268, 606.975, 85.612500000015, 0
269, 607.05, 85.225000000022, 0
270, 607.27500000001, 84.062499999956, 0
271, 607.5375, 82.149999999997, 0
272, 607.575, 81.4, 0
273, 607.6875, 79.150000000004, 0
274, 607.8, 76.175, 0
275, 607.8, 75.45, 0
276, 607.8, 73.274999999982, 0
277, 607.6625, 70.149999999986, 0
278, 607.525, 69.200000000009, 0
279, 607.1125, 66.350000000006, 0
280, 606.525, 62.774999999994, 0
281, 606.35, 62.050000000007, 0
282, 605.82500000002, 59.875000000074, 0
283, 605.025, 57.112500000004, 0
284, 604.75, 56.525000000006, 0
285, 603.92499999999, 54.762499999986, 0
286, 602.8125, 52.537500000001, 0
287, 602.525, 52.074999999999, 0
288, 601.6625, 50.687499999999, 0
289, 600.32500000004, 48.687500000054, 0
290, 599.84999999999, 48.074999999988, 0
291, 598.42500000003, 46.237500000035, 0
292, 596.5, 43.875000000003, 0
293, 596, 43.350000000001, 0
294, 594.50000000006, 41.775000000063, 0
295, 592.36250000003, 39.650000000029, 0
296, 591.72500000004, 39.100000000034, 0
297, 589.8125000001, 37.45000000009, 0
298, 587.24999999994, 35.349999999958, 0
299, 586.59999999994, 34.89999999996, 0
300, 584.64999999989, 33.549999999927, 0
301, 581.95000000003, 31.875000000015, 0
302, 581.2, 31.55, 0
303, 578.95000000006, 30.575000000027, 0
304, 576.06250000008, 29.362500000028, 0
305, 575.42500000006, 29.125000000022, 0
306, 573.51250000022, 28.41250000008, 0
307, 571.07499999992, 27.549999999977, 0
308, 570.55, 27.4, 0
309, 568.97500000035, 26.950000000101, 0
310, 566.60000000002, 26.400000000003, 0
311, 565.79999999995, 26.299999999993, 0
312, 563.39999999945, 25.999999999931, 0
313, 560.2125, 25.725, 0
314, 559.425, 25.75, 0
315, 557.06250000008, 25.824999999997, 0
316, 553.87499999987, 26.050000000023, 0
317, 553.04999999991, 26.200000000016, 0
318, 550.57499999992, 26.650000000014, 0
319, 547.1625, 27.35, 0
320, 546.225, 27.6, 0
321, 543.4125, 28.35, 0
322, 539.73750000005, 29.562499999976, 0
323, 538.87500000009, 30.024999999953, 0
324, 536.28750000014, 31.412499999927, 0
325, 532.96249999999, 33.262500000004, 0
326, 532.22499999999, 33.725000000004, 0
327, 530.0125000003, 35.11249999981, 0
328, 527.13750000004, 36.837499999978, 0
329, 526.47500000001, 37.174999999995, 0
330, 524.48750000001, 38.187499999996, 0
331, 521.69999999996, 39.500000000014, 0
332, 520.89999999994, 39.800000000022, 0
333, 518.50000000017, 40.699999999935, 0
334, 513.06250000017, 42.574999999945, 0
335, 510.02499999999, 43.550000000003, 0
336, 509.01250000005, 43.874999999983, 0
337, 507.17499999998, 44.425000000004, 0
338, 506.35000000001, 44.649999999998, 0
339, 503.87499999999, 45.325000000004, 0
340, 500.66250000005, 46.124999999991, 0
341, 499.92500000001, 46.249999999999, 0
342, 497.71249999988, 46.62500000002, 0
343, 494.67499999997, 47.100000000003, 0
344, 493.85000000001, 47.199999999999, 0
345, 491.3750000001, 47.499999999988, 0
346, 488.07500000008, 47.924999999988, 0
347, 487.24999999999, 48.050000000001, 0
348, 484.77500000006, 48.424999999991, 0
349, 477.83750000027, 49.13749999998, 0
350, 473.37500000001, 49.474999999999, 0
351, 471.88749999999, 49.587500000001, 0
352, 461.88125000001, 49.7, 0
353, 453.36250000002, 49.7, 0
354, 444.84375000005, 49.7, 0
355, 436.32500000006, 49.7, 0
356, 427.8062500001, 49.7, 0
357, 419.28750000014, 49.7, 0
358, 410.76875000018, 49.7, 0
359, 402.25000000018, 49.7, 0
360, 393.73125000019, 49.7, 0
361, 385.2125000002, 49.7, 0
362, 376.6937500002, 49.7, 0
363, 368.17500000021, 49.7, 0
364, 359.65625000023, 49.7, 0
365, 351.13750000024, 49.7, 0
366, 342.61875000025, 49.7, 0
